TF_ID	TF_name	gene_ID	gene_name	effect	evidence	evidence_function	confidence
ECK120011492	PhoP	ECK120001451	hdeD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000425	hemL	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003195	iraM	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120011492	PhoP	ECK120001287	malS	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120000575	metB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120000583	metL	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003589	mgrB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK125095180	mgrR	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120002316	mgtA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK125122027	mgtL	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120002603	mgtS	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120000625	nagA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000666	ompT	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120002073	pagP	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120000722	phoP	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000722	phoP	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000723	phoQ	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000723	phoQ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000783	purD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120000786	purH	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003453	rstA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120001211	rstB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003123	rutA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003122	rutB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003121	rutC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003120	rutD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003119	rutE	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003118	rutF	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003117	rutG	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003379	safA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003470	slyB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003470	slyB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120000998	tolC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120002090	treR	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003039	ybjG	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120003378	ydeO	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120003380	ydeP	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120001147	ygiB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120001148	ygiC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011492	PhoP	ECK120001366	yhiD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011492	PhoP	ECK120004214	yrbL	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002165	lyxK	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002159	plaR	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002168	sgbE	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002166	sgbH	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002167	sgbU	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002160	yiaK	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002161	yiaL	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002162	yiaM	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002163	yiaN	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120014044	PlaR	ECK120002164	yiaO	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[ICWHO|W|Inferred computationally without human oversight]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120015234	PrpR	ECK120002814	prpB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],]	WEAK
ECK120015234	PrpR	ECK120002815	prpC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],]	WEAK
ECK120015234	PrpR	ECK120002816	prpD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],]	WEAK
ECK120015234	PrpR	ECK120002817	prpE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],]	WEAK
ECK120015234	PrpR	ECK120002813	prpR	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],]	WEAK
ECK120011400	PspF	ECK120000767	pspA	+	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120000768	pspB	+	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120000769	pspC	+	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120000770	pspD	+	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120000771	pspE	+	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120002219	pspF	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK120001861	pspG	+	[BPP|S|Binding of purified proteins],[ICA|W|Inferred by computational analysis]	[GEA|W|Gene expression analysis]	STRONG
ECK120011400	PspF	ECK125256957	pspH	+	[BPP|S|Binding of purified proteins],[ICA|W|Inferred by computational analysis]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000130	carA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000131	carB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120001297	codA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120001298	codB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000165	cvpA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000364	gcvH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120001744	gcvP	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120001406	gcvT	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000377	glnB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000401	glyA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000413	guaA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000414	guaB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120001316	hflD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000765	prs	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000781	purA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120001285	purB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000782	purC	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000783	purD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000784	purE	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000785	purF	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000786	purH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000787	purK	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000788	purL	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000789	purM	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000790	purN	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000791	purR	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120001743	purT	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000797	pyrC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012854	PurR	ECK120000798	pyrD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000948	speA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120000949	speB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120012854	PurR	ECK120001033	ubiX	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012029	PutA	ECK120000792	putA	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012029	PutA	ECK120000793	putP	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125160661	PuuR	ECK120003239	puuA	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120001754	puuB	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120000033	puuC	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120003240	puuD	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120003241	puuE	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120003238	puuP	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK120002286	puuR	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125160661	PuuR	ECK125276527	ymjE	-	[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK125158264	PyrR	ECK120002149	yhjX	+	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[SM|S|Site mutation]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[CV(GEA/SM/GS)|C|cross validation(GEA/SM/GS)],[GEA|W|Gene expression analysis]	CONFIRMED
ECK120012277	QseB	ECK120003301	feaR	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120012277	QseB	ECK120003301	feaR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120012277	QseB	ECK120000302	fimA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000304	fimC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000305	fimD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000307	fimF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000308	fimG	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000309	fimH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120001899	fimI	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000313	flhC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120000314	flhD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120004133	qseB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012277	QseB	ECK120002348	qseC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000027	add	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000783	purD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000786	purH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000805	rbsA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000806	rbsB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000807	rbsC	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000808	rbsD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000809	rbsK	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013229	RbsR	ECK120000810	rbsR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
